business_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday
dbOyrP0eTEXyJTVieTrUZQ,None,None,None,None,None,None,None
edELVH1P42NXIqnhQS4dWA,None,None,None,None,None,None,None
sNkwdiBXTdjeic4jh_GLNQ,13:0-17:0,13:0-17:0,8:0-12:0,13:0-17:0,13:0-17:0,None,None
GtxwFRoQTitTa6u3oVgS0g,9:0-17:30,9:0-17:30,9:0-17:30,9:0-17:30,9:0-17:30,9:0-16:0,11:0-15:0
vW8tYWRexgj9GBPuMy_5zg,None,None,None,None,None,None,None
hmiqWNpia1IRwuXK7XXVbw,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
Z3OIY4LOg0wca2UMcrbSJw,None,None,None,None,None,None,None
eHPSOFzeSpXH1v5cvyzbKQ,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-18:0
VlzRXhclcHbis5RYaKyvPA,None,None,None,None,None,None,None
5PLmZqBpmf-RPOP1t3RhDA,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-4:0,14:0-4:0,None
RwxU6hhZUZIB-gdm5sOmvA,None,10:0-18:0,10:0-16:0,10:0-18:0,10:0-18:0,9:0-17:0,None
WkM3i4G8HBvREH43o6mAgQ,None,None,None,None,None,None,None
U5dh8ojrtLAqe9zSKmGkjA,None,None,None,None,None,None,None
GDk6SJN5XckC1_nc777-Bw,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-17:0,None
EqFMzp3qlTuVF9UMNy9Smw,None,None,None,None,None,None,None
v04MpCOoYuaa81T0R7rnVQ,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-15:0,6:0-15:0
b3XHLPryI1OJIU_mPv9dEA,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0
gae9LAyt7Qvf_OgAkWASxA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
2W3bij9DEFbuwVvSqXYicw,None,None,None,None,None,None,None
umYiQTIxMHCWymd0ff1Dsg,None,None,None,None,None,None,None
6uMZFU7hlHjRppPd31nVNQ,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0
q9m74q6V7mNQyeCAa9UD8A,None,None,None,None,None,None,None
c95MEkyd-PYMmBsV_Nk_vQ,None,None,None,None,None,None,None
B_8_gh6JLM0tyZfhxnqXgQ,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-13:0,None
SF0XzVxD1XOMdtGHoKYTPQ,None,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,10:0-18:0
stt2vHH87h1sJ5kLOunGkQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
pdxD8dFqMImWmeBMU42wmg,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,None
92g7A0sCbb7VklNyoJphew,None,None,None,None,None,None,None
pGBSvwB6afZWboDfNo9dnQ,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,10:0-17:0
lZA872NateEAEOy0N7CDxQ,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,None,None
Yr_xj-JIvq_aXqAHrZHlMg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
REJQcB9TGPl-_AB65u0sZg,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,None,None
89S3GDI0I5ZYa8B2GiQgKg,None,None,None,None,None,None,None
txzuJtBudFaIAdw28iYjqg,None,14:0-20:0,14:0-20:0,14:0-20:0,14:0-20:0,None,None
QQqvat32ij62Kg-u75K2XA,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,None,None
GisZzi7wvCZIK34SQSxc6Q,7:0-15:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-11:0,None,None
RwmRKgMM-Y4ZODlggCD0Kg,None,None,None,None,None,None,None
qVTdawZS7POLgTJIaquOYw,None,16:0-0:0,16:0-0:0,16:0-0:0,16:0-2:0,12:0-2:0,12:0-0:0
eg0OwsieMCvRRDE-u8-3EQ,13:0-19:0,13:0-19:0,13:0-19:0,13:0-18:0,13:0-17:0,None,None
ZWkBWHURUQOtvz1Sjz1PBA,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-20:0
9THHuQ9L9HwBvgs_51futQ,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,8:0-21:0,8:0-21:0
SRocM0vPbedL8HeNAN7sUg,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-20:0
XKOfnZrF7X3C-vmjZeTokA,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,None,None,None
banZxALDoaQyJ0liTL0SfA,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0
aypOLpaDPu07oStho7QpwQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Q9v3zXGR2TduAKzn5B1BhQ,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,None,None
EjAJaNB7cr10jDE2FdMRZw,4:0-21:0,4:0-21:0,4:0-21:0,4:0-21:0,4:0-21:0,4:0-21:0,4:0-21:0
_hk7TjUb-JNUPmWnqtd3iw,9:0-19:30,9:0-19:30,9:0-19:30,9:0-19:30,9:0-19:30,9:0-19:30,None
YaGOexmueYIe8ivO-R75Ng,None,None,None,None,None,None,None
_NgT5rB7ZcBN0Gy-SN4osA,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,10:0-18:0
7uQgityqvjoJI-T5ZHSGag,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,11:0-22:0,11:0-22:0
8lBZD1UopKIB1C6CaNPzOg,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
PL_dfp1B_ogDaBwW_9MJ2w,15:0-1:0,15:0-1:0,15:0-1:0,15:0-2:0,15:0-2:0,12:0-2:0,12:0-1:0
NkezWNdhaHqD7ZMGPQuXxw,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-19:30
PpTY9Uy42ePQ0ye4VXNyGw,7:0-19:0,None,7:0-19:0,7:0-19:0,7:0-14:0,7:0-14:0,None
GjQBLRtmq8cJjekipzJ49g,12:30-15:30,12:30-15:30,12:30-15:30,12:30-18:0,12:30-18:0,12:30-18:0,12:30-18:0
feYiUP8slXVdpDXBQP-qPg,None,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0
iYtlQI8zoZcgXjwfu4I_6g,None,None,None,None,None,None,None
JHHrawwhBkphooa980Cp1A,11:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-16:0,None
vx2T3IspTj6Opxjn95xWRA,7:0-23:0,7:0-23:0,7:0-23:0,7:0-1:0,7:0-1:0,7:0-1:0,8:0-15:0
jwX4ZOgX8LZ99JGR0gWt7w,None,9:0-20:30,9:0-20:30,9:0-20:30,9:0-17:0,None,None
EFR2d6YDro0jxSxm9jztZg,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
0C4b8LsgLuL7_DuPXE729A,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,17:0-21:0,17:0-21:0
vQCqILQfsrLhRKOiHWxDFg,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0
TUrQG_XfJA_kCOSN0oUbTQ,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
4eowvUTUgOs6X8wJeYsDmA,14:0-22:0,14:0-22:0,14:0-22:0,14:0-22:0,12:0-1:0,10:0-1:0,10:0-22:0
qm2VxL2W35It-rySiSq6AA,None,None,None,None,None,None,None
d3qVYJJ59x1k_oYxiW9TSQ,None,None,8:0-15:0,8:0-15:0,8:0-15:0,9:0-16:0,9:0-16:0
vWCQyLsW7BujxQUlljOpgQ,None,None,None,None,None,None,None
kM9kdQCAVWPOxuzvyhMCxw,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0
UhbZSX9X2aEhe0ivab4Aog,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-1:0,11:30-1:0,11:30-0:0
xVWLSFGNr4w4DYvYiafMPw,None,None,None,None,None,None,None
-0b86isaXMY0v4g-V8GZ9Q,11:0-18:0,10:0-17:0,10:0-17:0,10:0-19:0,10:0-17:0,10:0-17:0,None
ZhACHVw9k438Z3i-Gw9BHA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0,12:0-19:0
3dXaC4vSK4Wu4hLsXtO3Lg,None,None,None,None,None,None,None
ImAEpu22OOSLcsBnXgNhKw,5:0-1:0,5:0-1:0,5:0-1:0,5:0-1:0,5:0-2:0,6:0-2:0,6:0-1:0
QYapd3SR0jYDd2r8v9fwpw,None,None,None,None,None,None,None
TluU3vUwl5bIiAtFBJI9Hw,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,12:0-18:0
wMiOsYLtgwbUoyV2DttqMg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
p5zGRe5qEQ3Dh5XkyzTXPg,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,11:0-18:0
eEgJXPVPLOtpBR9ci0dkkA,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,10:0-16:0,12:0-17:0
H_mFahQIpvk_0m8eEQy95g,None,None,None,None,None,None,None
yax8b2IRrUUq7o1nz0qB7Q,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-17:0,9:30-17:0
MC4becrrM9ntmnfMrD9b0g,11:0-21:30,None,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
jqOwxL3g8ZIagujompYALw,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,9:0-18:0,11:0-17:0
Nf-Y0Ozjtff417vPS2d4Gg,9:0-1:0,9:0-1:0,9:0-1:0,9:0-1:0,9:0-2:0,9:0-2:0,9:0-0:0
ffA8x9O0jGP5DkpTiT4NcA,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
stfzrvR5C9TkcWBof-RgxA,None,10:0-17:0,10:0-17:0,10:0-18:0,10:0-16:0,9:0-15:0,None
0-cJHYQVq1CWgpfHxLoBAQ,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,16:0-1:0
FD03rCcqGbXbh47ElztpuA,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,9:0-16:0,None
KdlRZ9v7yDgPhiiOduB_LA,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,9:0-15:0,None
pBQoRic65gFoTc5dxzxsWw,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0
J9BJI7laBNc7pH7IpADVIQ,None,10:0-17:0,10:0-17:0,10:0-17:0,10:0-19:0,10:0-17:0,None
r3Tl_uO_O5jLQ_IhP0_caw,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,12:0-17:0,None
TtMRSbakzmWvfDDo5Ni3Hg,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-18:0,10:0-17:0
kFHMB78pqcVwa1aUqjXXlA,None,None,None,None,None,None,None
FYaD3ZbPiPkCWq3E-86QMw,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-19:0,10:30-18:0
ZA7iRkUPJe11RIjlO-nDjQ,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-17:0,None
5cdTfdTaySn4hBxz-28v3w,None,None,None,None,None,None,None
WCu8Cu9esarVbMBzqJ8sNg,None,None,None,None,None,None,None
RU_LOFi83TKmKb6JzAB7dQ,None,None,None,None,None,None,None
Nsj6iz4bQFFAO4LuQHfhow,None,None,None,None,None,None,None
ltf_PxxdMIvt094399b47Q,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,10:0-17:0,None
P1g9h8MAtObNdMx-zyTR0Q,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
ZvOa1XQAs8zHkIHgkU_-pQ,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,None
p8KMel_CZQ2wVVXx2JLfaA,7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0,7:30-16:0,None,None
QPq7OiHqyONN9relgqwFZA,16:0-3:0,16:0-3:0,16:0-3:0,16:0-3:0,16:0-3:0,16:0-3:0,16:0-3:0
ruwVvjPyKvNVfsxuuPOWgg,9:45-21:0,9:45-21:0,9:45-21:0,9:45-21:0,9:45-21:0,9:45-21:0,10:45-18:0
BAZJoMIRvH_NxTXKh3JXZQ,None,None,None,None,None,None,None
r1J-N3jdagwifLT_mD73Kg,16:0-2:0,None,16:0-2:0,16:0-2:0,16:0-4:0,12:0-4:0,12:0-2:0
LWGPEGEa3Oj8avn4nkyXbg,15:30-3:30,15:30-3:30,15:30-3:30,15:30-3:30,15:30-3:30,15:30-3:30,15:30-3:30
xSRrM7mRSKATdPNsIJ_B7A,None,None,None,None,None,None,None
ZqOOjV7DYgXDKEqoZ4Otrg,None,None,None,None,None,None,None
8lJF2Wa3Ddo9nkFV4AxiaA,None,9:0-18:0,9:0-18:0,None,None,None,9:0-18:0
kPjXlxDLPnN7UUHBj3Jp-Q,None,None,None,None,None,None,None
cWfqbkMit27-Pg_bPUTwCg,None,None,None,None,None,None,None
IirSBWdCKGOCSwh1vr5hLw,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-22:0,8:0-20:0,8:0-20:0
rOQYg2LaAoYkM-zZnFrN3g,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0
z3DjfzLQUQr4JzdFk63_jQ,None,None,None,None,None,None,None
wANg_zCyD4lO9OhcGDx2Rg,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-20:0,9:0-18:0,None
Vq36oaAd0wljJtRj8cgU3w,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-1:30,11:0-1:30,11:0-22:0
2WB12znGTwtAZ9-U7a_SGQ,14:0-22:0,14:0-22:0,14:0-22:0,14:0-22:0,14:0-22:0,12:0-22:0,12:0-22:0
_DyxQ_qmz2EN6RvPIvEV6A,None,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-15:0,None
GG1SmiBnX2PULf4myqH_2Q,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,7:0-15:0,None
LFdQAkF3Bcd9NThLLHwc2g,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,10:0-22:0
rH1dDxDThv_DGimcWah8fA,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-21:0
m4UZS7G8-Hq2KTxOrNZ1DQ,None,None,None,None,None,None,None
WvzQuhDcu6-Fm5vIB3pWrg,None,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,None
RuUoIs0tdxv2fV2vGDPanw,11:0-23:0,11:0-21:0,11:0-23:0,11:0-21:0,11:0-21:0,9:0-15:0,16:0-21:0
5OaCCV9wLXzQr16vV2GQuw,8:0-18:30,8:0-18:30,8:0-18:30,8:0-18:30,7:30-13:0,None,None
zBymcymU5QZQi-SE4rljqQ,14:0-18:30,14:0-18:30,14:0-18:30,14:0-18:30,14:0-18:30,9:0-14:0,None
_vKoV9mWj07to_dwHF1Jjg,None,10:0-19:0,10:0-19:0,10:0-20:0,10:0-20:0,10:0-18:0,10:0-18:0
AE7q6_m187u6jhbfRipcJw,9:0-1:0,9:0-1:0,9:0-1:0,9:0-1:0,9:0-1:0,9:0-1:0,9:0-1:0
Y-KMeXZwDx2CZ7nZ0W4ukg,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,10:0-17:0,None
Q3_SSxFkc0Buh-_Q4SAn7w,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-18:0,10:0-18:0
300cN_XaArNzXKYrXYdr1Q,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,9:0-2:0,9:0-2:0
l05awPNgJ-6XC_q0TaHDvg,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,None,None
wSJflDkXz9BPxiqElNe0jw,None,None,None,None,None,None,None
4eqHtgdXEPG6V-Jzy0MhKw,None,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,None
WFu7vUIuQ3qcHHGZhsZrGg,None,None,None,None,None,None,None
-hExYVDLkGosIrKI8bQw7Q,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,9:0-15:0,None
RjWrNeMy1hCMOMGayibcSw,None,None,None,None,None,None,None
ry7p3buJTyklsf4TrmeTAQ,None,18:0-1:0,18:0-1:0,18:0-1:0,18:0-3:0,18:0-3:0,18:0-1:0
8HAsNLoSr3xi5rwQretp3w,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-15:0,None
oylLHsAVQgHjVPsyt1SJew,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,None,None
WUwSC6YDIplLPYucqIQIFg,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0
wZ_MKDImrS4EvbZ_YUWzfA,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,None,None
fUxRnRrDtQwVXepoHZLJSg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
HA_bD4AWh7fgm5f20kUqPw,7:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,8:0-15:0,7:0-19:0
AVii84Yaj5j-AlWpLWqj1Q,None,None,None,None,None,None,None
xZELSH_n2fVGehw6rcahkw,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-14:0,None,None
62L6wEy8meZViOjp4tH-bw,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,None,None
JdqSgTOP98XScttH-25nVA,16:0-2:30,16:0-2:30,16:0-2:30,16:0-2:30,16:0-2:30,16:0-2:30,16:0-0:0
XZ9xTeHrmuNvGbrvT66bcA,9:30-21:0,9:30-21:0,9:30-21:0,9:30-21:0,9:30-21:0,9:30-18:0,11:0-17:0
7hHlRQ1NvMSO_JTIhfXDpg,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-14:0,None
AobwwFZRQ6D5kmjzy_9m5A,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,None,None
Mak-DQV6AdvLYSAXQ1Bs8Q,None,None,None,None,None,None,None
TFJLWItkVg1b_k6cnKM_yg,10:0-19:0,10:0-19:0,10:0-19:0,None,10:0-19:0,10:0-19:0,None
CN97CDfDXaAPNq3oPF4c6w,None,None,None,None,None,None,None
aGZPBbF5JqwbCu4aYXbHYQ,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
9_vMnAcCJnRCvKp4_ltDkg,None,None,None,None,None,None,None
gdnT2U3kiIgjQQNELdUSyA,None,None,None,None,None,None,None
KpsEXQSRTPk5w06GuG6Q4Q,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-18:0
oT_0FoEqHRgfn4ht8PWUKg,None,None,None,None,None,None,None
yfnREHdNhUYuK6GyEUbDLg,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,12:0-17:0
1dCOhK127hDRdLfWaI8vNA,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,None,None
2qLOnQtWSlTOtkfEFyWScg,4:0-23:0,4:0-23:0,4:0-23:0,4:0-23:0,4:0-23:0,4:0-23:0,4:0-23:0
VCxWnqcVP8WQkaSNDO0eEQ,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,11:0-16:0,None
ijV4N_XLOK81ngDCXQ79PQ,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0
pr9GzyrtkWLt67sKYOhXYg,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,7:30-12:0,8:0-9:0
ZngvvR3IMIkuRf-iSJLeiw,8:30-18:0,8:30-18:0,8:30-18:0,8:30-18:0,8:30-17:0,None,None
QBBZ3KG9fPDJYxOGnAPNMQ,None,None,None,None,None,None,None
I6xQSeXKnl1XYtK_b7FC3w,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
ph0CQ9RVDEoJPqcZGKfz6Q,None,10:0-21:0,None,10:0-21:0,10:0-18:0,10:0-16:0,None
gG9z6zr_49LocyCTvSFg0w,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
lvt1uwFa6FBu6_p1DzoVqA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,17:0-23:0,17:0-22:0
FVMsFMfPkzQn7bLXZ8d6aA,None,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,8:30-19:0,10:0-17:0
8XplB7k3ktoWLZbRHjN66Q,None,None,None,None,None,None,None
U68-8-PQqV_u3qBCRiVVBg,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0
1cXhSIIuwfAyd0dRZWuULw,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,None,None
Q9Gqa8bW0nXyd8IRmbkwRg,7:0-17:30,7:0-17:30,7:0-17:30,7:0-17:30,7:0-17:30,None,None
Ta7VIu2hEuMvd65RtOnmSA,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-16:0,None
dryad6tDgaGc-WsUUgPbfw,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-0:0
XUMl7cafv6-ns5IGdaaKWQ,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,9:0-16:0,None
UjbyrtPM3FPG8Yt40O7QPQ,10:0-22:0,10:0-22:0,10:0-22:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-22:0
E8BuH3IN2tm3O7XDre7p_w,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-16:0,None
RYIrHFJLOhxe-VFWgmbpBQ,None,None,None,None,None,None,None
Jg3P3vE3vqzHO1IyHwnpYA,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-18:0,None
y_fPOMeMrDZsASFcm8Q80w,None,None,None,None,None,None,None
CqkU2GfodzBfuYJcdyFKRA,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-18:0,12:0-17:0
Gmkfors9fSxUKcJKSX0BRQ,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,8:0-22:0,8:0-22:0
3108xeJY3pZ0HBlAzC5Llw,9:0-18:30,9:0-18:30,9:0-18:30,9:0-18:30,9:0-18:30,None,9:0-18:30
j-G4URmQla2Jkc7DsfxDuA,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0
vq7NsyCjEwL_vh2wBy2baA,None,None,None,None,None,None,None
SCr8FlbHDcAe3F_QpATyfw,None,16:0-21:0,16:0-21:0,16:0-21:0,16:0-22:0,16:0-22:0,16:0-21:0
2xhZxoQ2dwCu_Cv5AaNRUg,None,None,None,None,None,None,None
Hhjj_p3vz6oxvwZNwg5uqA,None,None,None,None,None,None,None
-wuqvqzPR0pHkxCT3SMtIA,None,None,None,None,None,None,None
CK5F4i4J3tIFH15VDbJmXQ,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,9:30-15:0,None
VX1ffAOEOBQb65jBCzesRg,None,None,None,None,None,None,None
0ldxjei8v4q95fApIei3Lg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
x17XGuWSyi3xPCSJxaDBPg,None,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-16:0,None
Q_WO88XwQe7LF_l7SzkkMg,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,10:0-16:30
Wb7UoyH3uS3oCI0vok72Kw,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-16:0,None,None
axZSFXdaJ0KE5auPwBllRQ,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-16:0,8:0-16:0
uYwIQbRkn5eSiVnPN-B7pg,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-17:0,10:0-16:0
j_qqgOKj1oSPIpnU67W9nA,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,10:0-15:0,None
p_OR6kiTzaUGP0CpE6-74Q,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,None,None
pxlTuangM_lHmQqx44RsaA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,11:0-23:0,12:0-18:0
dJXFp02urBN7pMd5329D_g,8:0-0:0,8:0-0:0,8:0-0:0,8:0-2:0,8:0-2:0,17:0-2:0,17:0-2:0
Uo1imziEWLfJKy9Z8rGhpw,15:0-20:0,15:0-20:0,15:0-20:0,15:0-20:0,15:0-20:0,13:0-20:0,13:0-20:0
ElZ0upBJAtCed5TEGh3xoQ,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,10:0-17:0
zQNJwaWR1M1zDjLNVJiNEw,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-21:0
j07a-18FmUsMHqPlxTotgg,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
ZV6mE8OEvbM5xNtnukPnSA,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-18:0
